index,ok,http_status,error,local_wall_ms,request_id,latency_ms,queue_wait_ms,batch_exec_ms,batch_requests,batch_prompts,batch_target_tokens,batch_max_sequence_length,audio_duration_s,rtf,text
1,True,200,,1481.4939349889755,b4c8c8659487,1449.49,10.24,1429.33,1,1,100,128,4.2,0.3451,This is another compact request. It is intentionally short for concurrency tests.
2,True,200,,4097.416538745165,464ab0d90f3f,4059.85,1398.08,2631.84,16,16,1600,130,4.2,0.9666,Fast response times matter. Efficient batching should reduce total queue pressure.
3,True,200,,4070.3743752092123,9c1d65e1cf24,4045.6,1393.1,2631.84,16,16,1600,130,4.2,0.9632,Please read these two short sentences. They are meant for batching tests.
4,True,200,,4063.3473079651594,1ed7d6e818f4,4033.78,1380.06,2631.84,16,16,1600,130,4.2,0.9604,This is another compact request. It is intentionally short for concurrency tests.
5,True,200,,4068.0122887715697,880ebca99392,4037.14,1382.88,2631.84,16,16,1600,130,4.2,0.9612,This is another compact request. It is intentionally short for concurrency tests.
6,True,200,,4081.4639534801245,2f0d7ef7b016,4036.36,1378.82,2631.84,16,16,1600,130,4.2,0.961,We are measuring API throughput. Keep the delivery smooth and even.
7,True,200,,4044.621000997722,f536674b3b81,4017.58,1362.73,2631.84,16,16,1600,130,4.2,0.9566,Please read these two short sentences. They are meant for batching tests.
8,True,200,,3991.930477321148,cc89902b4327,3959.1,1304.02,2631.84,16,16,1600,130,4.2,0.9426,This benchmark uses one or two sentences. We want realistic short requests.
9,True,200,,4003.499952144921,0bc43b8c7a37,3959.12,1302.09,2631.84,16,16,1600,130,4.2,0.9426,Please read these two short sentences. They are meant for batching tests.
10,True,200,,3987.685000523925,9c1f425a4197,3958.05,1301.86,2631.84,16,16,1600,130,4.2,0.9424,OmniVoice is running on a GPU server. This request checks queue behavior.
11,True,200,,3882.4170073494315,4051a981badc,3849.4,1196.03,2631.84,16,16,1600,130,4.2,0.9165,This benchmark uses one or two sentences. We want realistic short requests.
12,True,200,,3881.3607087358832,af4b33818636,3834.1,1172.36,2631.84,16,16,1600,130,4.2,0.9129,This is a short test sentence. It should be easy to batch with others.
13,True,200,,3862.304989248514,f5fc072bd2c8,3821.3,1164.12,2631.84,16,16,1600,130,4.2,0.9098,Please read these two short sentences. They are meant for batching tests.
14,True,200,,3820.1603023335338,f104b5929c4c,3778.87,1119.0,2631.84,16,16,1600,130,4.2,0.8997,The weather looks nice today. Please speak this naturally and clearly.
15,True,200,,3774.0542106330395,d36a3eb1dfbc,3737.61,1081.32,2631.84,16,16,1600,130,4.2,0.8899,This benchmark uses one or two sentences. We want realistic short requests.
16,True,200,,3777.18111500144,c5428978c217,3737.86,1080.83,2631.84,16,16,1600,130,4.2,0.89,This benchmark uses one or two sentences. We want realistic short requests.
17,True,200,,3777.8797298669815,51d2d8ff5a4f,3735.28,1076.62,2631.84,16,16,1600,130,4.2,0.8894,The weather looks nice today. Please speak this naturally and clearly.
