index,ok,http_status,error,local_wall_ms,request_id,latency_ms,queue_wait_ms,batch_exec_ms,batch_requests,batch_prompts,batch_target_tokens,batch_max_sequence_length,audio_duration_s,rtf,text
1,True,200,,1481.5352791920304,15c9980ee2d2,1443.63,10.23,1420.55,1,1,100,128,4.2,0.3437,This is another compact request. It is intentionally short for concurrency tests.
2,True,200,,3748.331199400127,c567e6234a36,3718.8,1399.86,2286.69,14,14,1400,130,4.2,0.8854,Fast response times matter. Efficient batching should reduce total queue pressure.
3,True,200,,3726.727738045156,611f99d789ad,3702.36,1393.67,2286.69,14,14,1400,130,4.2,0.8815,Please read these two short sentences. They are meant for batching tests.
4,True,200,,3725.7770132273436,58c72580692e,3693.77,1380.75,2286.69,14,14,1400,130,4.2,0.8795,This is another compact request. It is intentionally short for concurrency tests.
5,True,200,,3725.5763662979007,c378cebb1c3e,3701.63,1388.95,2286.69,14,14,1400,130,4.2,0.8813,This is another compact request. It is intentionally short for concurrency tests.
6,True,200,,3742.2208162024617,f4eb645b4525,3706.6,1380.44,2286.69,14,14,1400,130,4.2,0.8825,We are measuring API throughput. Keep the delivery smooth and even.
7,True,200,,3702.7807906270027,70378d1d8eb9,3672.8,1356.62,2286.69,14,14,1400,130,4.2,0.8745,Please read these two short sentences. They are meant for batching tests.
8,True,200,,3666.9635362923145,4f941f9956bf,3629.04,1307.87,2286.69,14,14,1400,130,4.2,0.8641,This benchmark uses one or two sentences. We want realistic short requests.
9,True,200,,3663.83374016732,5a7e624d6707,3632.94,1309.31,2286.69,14,14,1400,130,4.2,0.865,Please read these two short sentences. They are meant for batching tests.
10,True,200,,3646.680571138859,23d14a99d637,3616.13,1299.75,2286.69,14,14,1400,130,4.2,0.861,OmniVoice is running on a GPU server. This request checks queue behavior.
11,True,200,,3546.9127409160137,85e8f6b62a44,3514.62,1197.29,2286.69,14,14,1400,130,4.2,0.8368,This benchmark uses one or two sentences. We want realistic short requests.
12,True,200,,3519.8190370574594,ffeb2a155b79,3486.64,1170.97,2286.69,14,14,1400,130,4.2,0.8302,This is a short test sentence. It should be easy to batch with others.
13,True,200,,3521.83439116925,21162f3f14ff,3484.43,1164.82,2286.69,14,14,1400,130,4.2,0.8296,Please read these two short sentences. They are meant for batching tests.
14,True,200,,3448.4184263274074,1327c5ec73fb,3422.67,1121.67,2286.69,14,14,1400,130,4.2,0.8149,The weather looks nice today. Please speak this naturally and clearly.
15,True,200,,3440.186845138669,27e3f102ec13,3398.44,1079.06,2286.69,14,14,1400,130,4.2,0.8092,This benchmark uses one or two sentences. We want realistic short requests.
16,True,200,,5763.101217336953,8492c83a8c35,5722.41,3378.37,2313.87,14,14,1400,130,4.2,1.3625,This benchmark uses one or two sentences. We want realistic short requests.
17,True,200,,5768.921382725239,68bd2d9a17c7,5729.62,3379.69,2313.87,14,14,1400,130,4.2,1.3642,The weather looks nice today. Please speak this naturally and clearly.
18,True,200,,5721.371277235448,f3c9a61bb264,5701.64,3360.94,2313.87,14,14,1400,130,4.2,1.3575,Fast response times matter. Efficient batching should reduce total queue pressure.
19,True,200,,5729.999544098973,f431648396ad,5690.36,3342.79,2313.87,14,14,1400,130,4.2,1.3548,Please read these two short sentences. They are meant for batching tests.
20,True,200,,5708.170891739428,ad9169860f61,5669.23,3324.74,2313.87,14,14,1400,130,4.2,1.3498,This benchmark uses one or two sentences. We want realistic short requests.
21,True,200,,5698.249829001725,47040db66cbf,5666.56,3325.73,2313.87,14,14,1400,130,4.2,1.3492,This benchmark uses one or two sentences. We want realistic short requests.
